device_id,age_years,days_since_maint,issues_3m,issues_6m,avg_fix_hours,status,label,risk_score
1713,10.8,674,5,7,1.7,0,1,76.6
1714,8.2,752,6,9,29.8,2,1,124.6
1715,2.7,390,2,13,47.8,0,0,49.3
1716,2.7,607,4,9,5.0,0,0,50.4
1717,11.1,628,4,4,31.2,0,1,72.8
1718,12.0,728,4,8,30.2,2,1,121.1
1719,10.4,489,7,14,8.8,1,1,96.4
1720,6.8,113,0,11,1.9,2,0,45.2
1721,9.0,141,1,7,40.1,0,0,41.4
1722,8.7,328,1,14,26.3,2,1,71.9
1723,7.6,24,5,15,40.8,0,0,60.8
1724,10.9,607,5,13,1.2,0,1,77.9
1725,8.2,69,1,4,39.7,0,0,41.7
1726,1.5,461,0,8,29.4,0,0,37.2
1727,7.8,10,4,8,27.1,0,0,40.5
1728,10.1,95,7,8,6.0,0,0,62.0
1729,2.6,612,0,5,38.0,0,0,44.6
1730,1.4,748,3,7,40.3,0,1,76.3
1731,2.7,780,2,6,3.0,1,0,57.3
1732,2.1,330,6,9,40.2,0,0,46.7
1733,11.8,272,7,11,4.9,0,1,66.1
1734,9.4,542,7,9,2.2,1,1,82.9
1735,6.7,222,6,11,31.2,0,0,53.4
1736,4.4,522,8,12,4.8,1,1,74.6
1737,5.9,39,1,9,31.8,0,0,21.3
1738,7.2,388,6,15,43.3,0,0,63.6
1739,4.6,15,2,8,23.1,0,0,40.7
1740,2.7,373,4,6,22.7,0,0,32.2
1741,9.8,474,6,12,23.0,0,1,84.6
1742,7.4,501,6,10,2.4,2,1,85.4
1743,11.2,526,1,7,20.7,0,1,65.2
1744,7.3,174,8,10,44.3,2,1,105.1
1745,11.3,210,2,4,32.0,1,0,46.1
1746,1.5,791,2,14,16.9,0,0,64.7
1747,8.1,212,2,6,15.1,0,0,52.6
1748,5.5,748,3,5,33.0,1,1,75.2
1749,6.0,359,1,8,26.6,0,0,37.6
1750,5.9,392,7,10,36.7,0,0,58.6
1751,9.3,143,6,11,43.2,1,1,80.3
1752,5.4,410,8,9,17.0,0,1,81.8
1753,0.8,630,2,14,11.7,0,0,55.5
1754,0.5,620,6,7,31.2,0,0,53.9
1755,2.9,452,1,6,18.7,0,0,30.7
1756,4.1,698,7,7,12.9,2,1,89.1
1757,5.1,536,1,8,38.8,0,0,62.7
1758,8.0,421,0,5,15.7,0,0,41.7
1759,5.7,504,6,12,37.1,0,1,66.8
1760,7.8,625,7,15,18.2,0,1,81.5
1761,6.7,380,1,13,9.0,0,0,58.0
1762,10.5,88,2,2,16.5,2,0,64.4
1763,2.8,636,7,13,2.8,0,0,60.6
1764,6.1,382,0,11,12.5,0,0,38.7
1765,9.9,562,4,6,14.4,0,1,67.2
1766,3.9,43,1,6,35.3,0,0,22.9
1767,2.5,554,1,3,35.0,0,0,43.6
1768,3.7,476,3,14,39.5,0,0,48.3
1769,4.3,46,2,11,46.9,0,0,48.7
1770,4.9,749,1,6,44.6,1,1,72.8
1771,0.8,771,4,15,31.5,2,1,108.6
1772,5.5,126,3,12,12.9,0,0,41.3
1773,10.3,256,0,11,27.7,0,0,63.0
1774,3.7,712,2,6,24.3,0,0,56.8
1775,2.6,298,4,4,19.8,0,0,37.5
1776,2.0,280,7,12,5.1,0,0,58.3
1777,3.0,633,4,15,34.3,1,1,84.1
1778,7.8,343,8,14,23.1,0,1,70.7
1779,4.2,462,2,9,41.1,0,0,55.7
1780,2.5,406,4,10,2.0,2,1,86.7
1781,7.8,581,5,6,10.4,2,1,88.8
1782,3.9,329,7,14,1.9,0,0,49.6
1783,4.5,448,6,6,36.2,0,1,70.0
1784,11.9,391,8,10,18.5,2,1,94.8
1785,5.1,223,1,10,14.2,2,1,70.2
1786,11.8,417,8,14,17.2,0,1,97.9
1787,3.7,795,5,15,5.5,2,1,117.1
1788,9.3,332,8,14,11.2,0,1,83.1
1789,3.8,467,2,15,8.9,0,0,54.7
1790,4.3,482,2,12,43.6,0,0,64.0
1791,11.7,427,3,13,1.9,0,1,70.4
1792,6.3,89,6,6,15.9,0,0,46.3
1793,5.9,100,5,5,35.8,2,1,73.6
1794,6.8,204,2,9,18.0,2,0,57.7
1795,11.3,211,5,7,14.4,2,1,74.2
1796,5.8,257,7,10,38.3,2,1,88.1
1797,1.8,625,5,7,12.1,1,0,56.4
1798,9.1,705,6,14,47.8,2,1,107.1
1799,5.3,273,8,9,34.5,0,1,78.8
1800,8.7,456,7,7,14.4,0,1,80.7
1801,9.3,379,6,14,30.4,0,1,84.3
1802,1.7,275,1,12,8.5,0,0,29.0
1803,11.0,501,3,7,5.1,0,0,51.3
1804,10.8,510,3,15,12.8,0,1,72.0
1805,9.6,723,4,13,13.6,0,1,72.3
1806,6.5,33,3,8,27.3,1,0,41.3
1807,8.7,588,4,11,34.4,0,1,66.3
1808,9.8,138,2,11,14.4,0,0,50.5
1809,0.8,223,4,6,28.3,0,0,43.0
1810,9.1,536,6,13,29.9,0,1,77.3
1811,2.3,520,5,13,18.3,2,1,86.8
1812,2.4,544,7,9,23.5,0,1,71.8
1813,1.2,237,4,7,11.2,0,0,43.8
1814,9.6,672,3,8,24.2,0,1,78.8
1815,0.6,771,8,11,35.7,0,1,67.9
1816,7.7,344,8,9,13.4,2,1,103.7
1817,6.7,88,0,14,27.4,0,0,30.0
1818,9.0,713,3,6,33.3,0,0,61.5
1819,7.5,572,4,5,35.8,1,1,90.3
1820,10.9,142,8,12,3.4,0,1,68.2
1821,7.2,482,1,9,42.4,0,1,67.7
1822,1.3,496,1,8,4.5,0,0,40.6
1823,3.0,505,4,13,1.0,0,1,68.6
1824,8.8,460,3,12,38.8,0,1,68.0
1825,0.5,779,6,15,13.4,0,1,70.5
1826,6.1,297,4,8,41.7,0,0,48.6
1827,7.0,323,7,8,46.9,2,1,93.2
1828,4.2,528,7,14,8.2,0,1,69.4
1829,4.0,460,5,15,33.1,1,1,68.4
1830,1.8,244,3,7,24.3,0,0,37.6
1831,1.7,314,3,12,32.4,0,0,37.3
1832,5.1,182,2,11,32.0,0,0,43.2
1833,5.9,616,6,10,11.4,0,1,85.9
1834,10.1,386,2,6,16.4,0,0,62.1
1835,5.7,442,6,12,0.8,2,1,75.3
1836,5.2,668,2,9,36.9,0,1,72.3
1837,2.9,740,4,8,40.0,0,1,68.6
1838,4.9,578,8,11,38.4,0,1,79.6
1839,3.7,83,3,5,16.0,0,0,35.4
1840,5.9,54,6,13,12.4,2,1,75.6
1841,1.2,64,5,9,26.1,0,0,28.3
1842,5.9,774,1,6,46.9,1,1,88.6
1843,10.6,610,4,13,10.0,0,1,71.1
1844,7.1,788,4,12,25.7,0,1,68.4
1845,9.4,76,5,10,43.5,0,1,67.8
1846,2.6,486,3,10,17.7,0,1,66.2
1847,3.5,625,0,4,6.2,0,0,40.4
1848,6.1,56,8,8,43.9,0,0,41.3
1849,5.5,39,8,13,38.0,0,0,59.8
1850,7.8,759,1,10,4.9,0,0,55.9
1851,2.3,532,1,10,44.3,0,1,67.8
1852,9.1,792,6,10,22.6,2,1,130.2
1853,2.3,345,1,3,31.3,0,0,34.9
1854,8.5,449,0,12,27.8,0,1,66.9
1855,0.7,237,5,11,7.6,2,1,68.3
1856,9.3,552,7,10,37.1,0,1,80.3
1857,10.6,597,2,5,37.2,0,0,59.9
1858,0.8,623,0,4,26.2,2,0,61.8
1859,4.1,242,3,6,14.9,0,0,31.4
1860,11.3,229,5,5,7.0,2,1,78.6
1861,10.1,391,0,14,41.7,2,1,78.3
1862,1.1,456,6,9,10.3,0,0,63.5
1863,1.6,186,8,9,8.2,0,0,60.4
1864,9.0,373,5,11,9.6,2,1,98.6
1865,4.6,268,8,9,45.4,0,0,61.1
1866,5.3,109,5,10,45.4,1,0,58.2
1867,10.2,314,3,14,4.5,0,0,56.7
1868,5.9,288,5,5,7.2,0,0,49.6
1869,2.0,166,2,13,22.8,0,0,38.7
1870,2.9,764,4,9,29.8,1,1,78.5
1871,2.5,538,2,13,38.9,0,0,54.6
1872,11.1,173,0,15,10.2,0,0,44.1
1873,10.2,643,5,5,37.7,0,1,91.8
1874,0.9,154,6,6,26.1,1,0,55.4
1875,2.5,109,0,11,43.1,0,0,44.7
1876,1.8,494,7,13,41.2,0,0,59.6
1877,7.4,659,0,9,23.1,2,1,79.1
1878,4.2,559,5,14,32.3,0,1,71.6
1879,10.1,591,3,5,10.9,0,1,79.2
1880,3.1,91,1,12,19.7,2,0,42.8
1881,3.1,196,4,9,34.2,0,0,46.6
1882,6.4,280,2,7,20.5,0,0,46.3
1883,11.2,42,6,6,38.2,2,1,66.6
1884,7.8,250,2,8,15.8,0,0,44.8
1885,4.5,650,6,13,47.7,0,1,74.9
1886,5.6,769,4,14,37.0,2,1,103.2
1887,10.8,268,5,12,37.2,0,0,57.3
1888,10.3,788,8,12,3.5,0,1,101.0
1889,11.6,136,1,4,46.8,1,0,45.0
1890,8.7,136,5,9,22.0,0,1,65.8
1891,11.6,523,2,8,39.5,2,1,96.6
1892,2.1,703,3,15,1.3,1,1,69.2
1893,7.4,162,8,8,38.5,0,0,54.5
1894,11.4,550,2,7,8.0,0,1,68.9
1895,10.4,238,2,10,45.3,0,1,68.5
1896,3.7,417,4,10,43.3,2,1,95.7
1897,5.9,146,4,4,4.1,1,0,51.0
1898,2.9,758,1,1,36.4,0,0,54.4
1899,2.3,255,6,8,31.2,0,0,40.4
1900,10.1,79,3,7,7.2,0,0,48.4
1901,7.2,695,2,5,21.6,0,1,72.3
1902,0.6,127,8,12,25.4,1,0,61.6
1903,3.2,455,4,5,26.2,0,0,41.0
1904,10.6,779,5,9,45.6,0,1,103.4
1905,3.4,648,7,13,28.3,2,1,109.6
1906,9.6,783,4,7,25.3,0,1,89.4
1907,11.5,378,3,13,24.0,1,1,76.7
1908,1.2,114,4,15,35.3,2,1,71.4
1909,4.3,689,4,9,4.4,0,1,74.1
1910,3.3,513,3,12,21.1,0,1,72.4
1911,10.0,506,8,14,29.3,2,1,119.2
1912,1.0,117,1,10,5.0,2,0,39.0
1913,7.2,733,6,12,34.6,0,1,92.4
1914,5.6,478,8,8,45.2,1,1,90.0
1915,9.4,692,0,6,27.4,0,1,78.3
1916,1.6,429,0,14,40.8,0,0,56.4
1917,4.5,261,4,11,37.7,0,0,58.6
1918,7.8,794,2,5,27.0,2,1,101.1
1919,9.0,778,5,7,40.6,2,1,107.0
1920,7.6,764,3,8,39.9,0,1,85.0
1921,7.9,327,7,9,36.4,0,1,80.1
1922,6.1,352,7,12,36.4,2,1,89.8
1923,1.8,602,4,12,33.8,0,1,72.2
1924,6.7,414,1,4,4.9,1,0,64.5
1925,8.1,276,2,13,16.7,0,0,41.3
1926,4.9,760,4,13,27.6,0,1,93.3
1927,5.6,48,3,11,7.9,2,0,46.0
1928,3.1,718,3,6,42.1,0,1,74.9
1929,2.2,310,3,3,41.2,0,0,38.3
1930,6.9,588,3,9,9.3,0,0,60.0
1931,7.1,403,4,15,38.3,0,1,78.1
1932,5.5,380,3,8,26.2,0,0,58.0
1933,4.2,726,3,15,26.1,0,1,88.4
1934,9.5,526,7,15,15.4,1,1,97.5
1935,8.8,741,8,11,22.6,0,1,80.8
1936,7.6,516,6,7,45.8,0,1,77.0
1937,6.9,65,5,12,41.7,0,0,57.9
1938,1.3,743,4,13,12.5,2,1,78.1
1939,7.4,448,2,8,10.7,0,0,54.5
1940,8.3,345,3,12,38.4,0,0,59.7
1941,9.3,704,5,5,46.6,0,1,90.8
1942,7.3,800,1,10,3.5,0,0,58.1
1943,2.7,622,2,15,9.1,0,0,59.2
1944,1.9,98,1,7,27.8,2,0,45.9
1945,5.2,720,7,9,40.7,0,1,78.9
1946,2.5,447,4,11,4.8,0,0,42.3
1947,4.5,669,1,6,22.0,0,0,48.6
1948,10.6,69,8,8,32.9,0,0,48.3
1949,11.8,19,0,10,18.8,0,0,50.5
1950,7.0,78,2,5,30.7,0,0,36.1
1951,11.7,106,2,11,18.3,0,0,47.6
1952,10.2,797,2,10,7.6,1,1,73.7
1953,0.9,557,1,13,44.9,2,1,67.9
1954,8.4,611,8,10,43.3,0,1,93.1
1955,12.0,352,7,15,40.0,1,1,108.9
1956,8.2,74,5,8,17.9,0,0,56.2
1957,2.7,420,0,11,3.3,2,0,62.5
1958,10.2,682,1,14,25.2,0,1,71.2
1959,6.6,595,8,14,36.5,0,1,81.7
1960,2.1,788,3,7,45.4,0,1,66.7
1961,1.4,31,7,8,15.8,0,0,33.2
1962,6.2,796,4,14,33.7,0,1,71.2
1963,11.4,321,8,10,30.9,1,1,90.1
1964,1.0,317,6,9,17.2,0,0,58.0
1965,8.4,451,8,10,24.7,0,0,64.6
1966,3.0,475,2,5,34.3,0,0,38.7
1967,2.9,662,0,1,44.3,0,0,54.4
1968,11.1,11,3,13,39.1,1,1,77.1
1969,11.9,240,5,11,2.6,0,0,54.7
1970,8.2,439,4,7,45.2,0,1,78.8
1971,5.2,17,6,12,18.4,1,0,45.6
1972,9.5,266,0,12,2.5,1,0,43.7
1973,8.4,79,1,2,8.0,1,0,24.3
1974,6.7,178,4,14,34.5,0,0,48.7
1975,3.8,590,4,5,36.6,0,1,73.0
1976,2.8,95,8,15,10.0,0,0,37.4
1977,6.0,121,3,3,40.1,0,0,45.9
1978,9.8,254,6,15,18.1,1,1,77.2
1979,9.3,685,8,11,37.0,1,1,91.6
1980,0.7,163,5,9,44.3,0,0,33.4
1981,7.9,407,6,8,45.5,0,0,63.0
1982,7.7,350,7,7,41.9,0,0,61.7
1983,6.6,577,2,4,26.5,0,0,45.7
1984,1.2,537,8,8,29.9,0,1,80.2
1985,4.8,153,1,11,11.6,0,0,35.5
1986,9.9,794,1,14,11.2,0,1,80.6
1987,1.4,671,7,13,13.9,0,1,71.6
1988,9.1,706,7,11,16.9,2,1,112.5
1989,11.1,163,7,15,42.3,0,1,68.4
1990,8.9,404,4,6,18.0,0,1,68.8
1991,2.2,477,6,14,41.0,2,1,82.2
1992,7.7,220,6,12,42.5,0,0,63.5
1993,11.5,481,5,10,16.0,0,1,81.9
1994,2.9,229,3,12,9.7,2,1,70.0
1995,7.6,481,8,14,18.3,0,1,77.7
1996,5.9,562,7,11,43.5,2,1,116.7
1997,5.2,211,3,8,26.7,0,0,39.8
1998,6.5,191,7,7,33.5,0,0,62.3
1999,3.6,770,2,12,19.6,1,1,68.6
2000,5.2,486,3,14,6.7,2,1,78.5
2001,11.2,634,8,8,32.6,1,1,90.2
2002,0.6,61,5,6,15.4,2,0,44.4
2003,2.2,225,4,5,17.7,2,0,63.7
2004,10.0,493,5,7,14.3,0,1,71.4
2005,10.9,162,2,8,6.1,2,1,67.4
2006,7.0,650,7,11,33.3,2,1,124.4
2007,8.1,157,7,8,36.4,0,0,56.8
2008,4.9,181,0,11,44.7,0,0,29.2
2009,10.8,510,5,10,47.4,2,1,93.6
2010,2.1,314,6,8,5.8,2,1,85.9
2011,2.8,656,5,9,34.3,2,1,81.8
2012,7.4,513,0,13,47.6,0,0,55.6
2013,6.4,539,0,15,15.6,0,0,62.4
2014,8.6,276,7,13,16.5,0,1,83.2
2015,8.1,682,1,6,26.7,0,1,79.0
2016,7.7,759,0,9,18.6,2,1,87.5
2017,0.9,695,4,15,18.3,0,1,67.6
2018,11.9,441,6,11,6.8,0,1,69.1
2019,2.7,295,4,5,43.9,2,0,58.5
2020,8.2,333,8,9,1.6,0,1,74.2
2021,3.3,188,5,6,7.8,1,0,56.9
2022,10.4,16,0,10,41.8,0,0,29.6
2023,7.7,478,5,15,5.5,0,1,76.5
2024,2.8,770,1,3,4.9,2,0,61.2
2025,9.6,245,3,3,34.6,0,0,54.1
2026,2.7,209,7,9,22.8,1,0,63.2
2027,10.4,460,2,10,0.8,0,0,50.9
2028,2.2,562,3,14,6.4,1,0,57.4
2029,10.3,781,3,5,19.2,1,1,81.4
2030,5.2,662,4,7,20.8,1,1,83.7
2031,6.6,677,4,8,36.3,0,0,61.2
2032,4.5,757,0,13,4.3,1,1,77.2
2033,0.6,769,1,6,28.4,2,1,75.2
2034,8.3,701,1,10,13.0,1,1,75.8
2035,9.0,498,5,12,14.8,0,1,74.2
2036,9.1,240,2,2,33.3,0,0,56.3
2037,4.2,419,7,14,22.0,0,1,76.3
2038,5.3,32,2,14,15.5,2,0,64.3
2039,5.1,21,6,8,7.7,2,0,55.3
2040,0.7,490,2,6,16.5,0,0,38.0
2041,4.0,569,4,7,9.5,0,0,57.3
2042,5.5,170,7,7,17.3,0,0,64.5
2043,8.6,629,4,6,11.7,2,1,103.1
2044,5.3,20,4,14,8.0,0,0,44.7
2045,5.4,131,2,10,13.9,1,0,55.3
2046,10.4,385,7,8,1.3,0,0,61.7
2047,11.4,711,3,8,30.6,2,1,105.8
2048,3.7,355,5,8,43.3,2,1,90.3
2049,7.1,241,3,6,23.7,0,0,31.6
2050,6.4,104,6,8,30.1,0,0,49.7
2051,7.4,752,4,5,21.9,1,1,92.5
2052,3.7,153,5,5,23.0,0,0,24.7
2053,4.6,642,7,15,7.4,0,1,73.4
2054,11.8,626,8,11,39.6,0,1,111.6
2055,7.4,130,4,15,3.4,2,1,74.7
2056,6.3,261,6,12,33.8,2,1,81.4
2057,2.8,310,0,0,31.5,1,0,24.8
2058,5.8,158,7,13,26.9,0,1,66.6
2059,1.7,287,7,11,9.9,0,0,45.3
2060,7.2,337,0,3,3.0,0,0,34.2
2061,2.1,744,6,14,1.7,0,1,68.5
2062,2.5,634,0,9,15.9,1,0,45.1
2063,6.4,747,2,9,3.5,0,0,55.4
2064,6.5,737,3,4,36.3,2,1,90.3
2065,5.2,775,1,8,19.5,0,0,61.5
2066,9.6,718,2,10,39.6,1,1,87.5
2067,1.8,274,3,6,3.2,0,0,18.7
2068,7.9,721,3,10,2.5,0,0,63.3
2069,2.3,147,8,13,15.8,1,1,67.2
2070,0.7,790,4,11,1.6,1,1,71.7
2071,1.3,211,0,6,11.4,0,0,16.9
2072,1.4,383,8,10,19.4,0,0,45.1
2073,7.7,644,4,8,26.9,0,0,62.8
2074,2.8,629,4,9,9.8,2,1,81.8
2075,8.0,469,0,14,29.2,0,0,59.6
2076,5.2,196,1,1,18.9,0,0,41.0
2077,2.9,784,4,15,32.5,2,1,113.0
2078,4.7,62,3,12,42.8,1,0,43.6
2079,0.8,19,3,5,41.4,0,0,38.2
2080,5.0,342,7,13,29.1,0,1,66.7
2081,6.9,299,3,4,29.8,2,1,83.3
2082,7.6,18,4,4,14.9,0,0,37.1
2083,2.3,61,5,8,31.2,2,1,69.1
2084,4.8,293,6,6,14.6,0,0,39.8
2085,2.1,474,3,4,44.2,1,1,65.2
2086,0.8,494,2,2,5.8,1,0,44.1
2087,10.7,718,8,12,13.3,1,1,105.4
2088,8.9,163,3,4,19.4,0,0,28.9
2089,5.5,483,6,8,46.7,0,0,56.8
2090,1.2,795,4,15,13.9,0,1,81.0
2091,0.8,285,3,6,33.3,1,0,62.4
2092,1.0,583,6,14,45.7,0,0,64.2
2093,10.3,55,4,9,4.7,0,0,54.9
2094,6.8,389,5,13,26.2,0,1,70.5
2095,5.2,601,6,11,22.7,0,1,67.8
2096,9.9,776,7,15,19.9,2,1,111.2
2097,3.4,147,5,10,31.2,0,0,46.6
2098,8.3,50,5,13,44.1,2,1,70.3
2099,4.4,654,2,15,38.4,0,1,79.7
2100,2.9,716,6,7,39.6,2,1,114.2
2101,6.8,539,1,10,0.7,2,1,83.6
2102,2.4,239,5,12,6.1,1,0,63.9
2103,6.8,411,8,14,10.9,0,1,71.6
2104,9.1,115,3,13,31.1,0,0,58.0
2105,9.2,740,0,3,24.0,2,1,94.0
2106,4.0,780,6,10,39.7,0,1,70.8
2107,9.9,31,0,0,14.5,0,0,34.1
2108,8.3,75,4,11,45.7,0,0,48.2
2109,5.1,721,4,9,18.9,0,1,68.9
2110,7.3,496,0,15,46.9,0,0,59.3
2111,3.4,491,6,14,37.1,0,1,73.4
2112,10.6,708,7,7,18.5,2,1,121.1
2113,1.5,265,8,9,4.4,1,1,66.6
2114,11.1,472,6,11,12.0,2,1,88.2
2115,4.1,727,7,10,29.7,0,1,87.0
2116,7.3,698,0,14,3.8,0,0,57.5
2117,7.0,555,0,8,28.3,0,0,55.1
2118,10.9,307,2,2,14.3,0,0,36.3
2119,2.3,85,3,10,23.6,0,0,40.8
2120,9.8,187,6,6,14.9,0,1,66.9
2121,7.2,512,3,14,21.6,1,1,89.7
2122,1.7,149,2,13,47.0,0,0,25.0
2123,6.2,722,6,6,34.1,2,1,100.4
2124,6.8,435,7,7,13.7,0,0,63.8
2125,1.2,276,5,12,19.6,2,1,84.3
2126,10.6,130,0,5,4.6,0,0,24.5
2127,8.1,566,5,13,13.0,0,1,83.8
2128,2.6,430,1,9,2.4,0,0,33.2
2129,9.1,407,0,11,3.3,1,0,48.6
2130,8.2,606,8,8,14.9,1,1,86.3
2131,3.3,498,3,6,32.0,0,0,44.3
2132,2.5,573,8,9,7.4,0,1,68.4
2133,10.4,76,7,15,47.5,0,0,60.0
2134,7.7,430,5,8,39.8,0,1,75.4
2135,1.0,335,6,6,9.6,1,0,50.9
2136,5.7,237,2,9,29.7,1,1,65.9
2137,7.9,780,2,5,29.0,0,1,79.8
2138,5.5,38,6,7,27.2,1,0,61.7
2139,9.4,47,5,9,19.2,0,0,58.2
2140,11.0,317,8,13,44.2,2,1,107.8
2141,6.1,782,8,10,22.8,0,1,89.6
2142,4.4,536,1,5,30.4,2,1,85.9
2143,7.3,240,5,10,43.6,0,0,55.8
2144,4.0,350,8,14,13.7,0,1,71.3
2145,2.7,634,2,14,37.1,0,1,70.1
2146,4.7,562,8,13,10.2,0,1,77.1
2147,1.8,747,4,14,12.2,0,1,73.4
2148,4.4,670,7,12,12.2,0,1,70.9
2149,7.0,557,5,7,12.6,0,0,55.1
2150,4.8,570,6,6,3.7,1,1,65.5
2151,6.2,570,4,12,27.5,0,0,56.9
2152,5.4,508,1,8,21.3,0,0,40.7
2153,1.9,785,0,1,40.7,0,0,53.6
2154,3.6,105,6,9,2.4,0,0,26.7
2155,1.8,646,4,8,20.9,0,0,63.6
2156,7.1,280,8,13,40.4,0,1,74.9
2157,4.1,232,2,14,46.4,0,0,50.3
2158,0.7,171,1,10,35.7,2,0,48.2
2159,6.1,104,3,9,11.0,0,0,27.6
2160,2.5,232,4,5,0.7,0,0,31.8
2161,10.4,402,7,10,11.5,1,1,81.5
2162,5.6,160,6,15,36.2,0,1,67.4
2163,2.9,696,7,13,38.0,0,1,76.9
2164,6.2,637,6,13,29.3,0,1,87.2
2165,7.4,722,6,8,37.9,0,1,78.9
2166,5.2,261,4,7,18.5,2,1,85.0
2167,8.4,583,3,13,33.6,0,1,83.7
2168,5.0,360,5,11,1.5,0,0,52.7
2169,5.4,454,4,9,11.4,0,1,71.7
2170,6.0,179,3,12,31.1,0,0,57.5
2171,10.2,397,5,5,36.6,0,1,80.0
2172,1.6,719,8,8,12.4,0,1,66.3
2173,2.2,152,6,10,41.9,0,0,45.7
2174,2.4,75,3,4,30.0,0,0,36.0
2175,10.5,765,2,6,26.5,2,1,113.4
2176,3.2,207,1,2,37.2,0,0,37.7
2177,6.6,480,8,13,34.9,0,1,94.1
2178,3.3,15,5,7,36.9,0,0,22.4
2179,6.3,65,6,8,8.4,0,0,53.9
2180,3.3,630,5,14,37.7,0,1,73.3
2181,8.7,737,3,5,30.9,1,1,71.4
2182,4.8,7,4,11,25.6,0,0,45.7
2183,6.8,750,6,14,22.7,0,1,88.2
2184,9.5,598,6,10,25.4,0,1,82.1
2185,6.2,44,3,4,29.0,0,0,27.4
2186,7.5,429,6,12,14.7,0,1,69.0
2187,9.1,227,6,8,21.9,0,1,67.7
2188,2.1,316,6,9,7.3,2,1,85.6
2189,3.4,415,7,14,18.1,0,0,55.1
2190,11.5,258,2,12,44.3,0,0,49.4
2191,5.8,402,6,7,28.9,0,0,62.9
2192,6.0,497,1,6,16.2,0,0,49.3
2193,0.6,110,2,13,34.3,0,0,18.3
2194,3.0,540,5,5,21.8,0,0,60.7
2195,4.5,341,4,9,2.9,0,0,36.3
2196,5.5,506,6,14,2.2,1,1,85.6
2197,7.0,75,2,15,18.5,0,0,40.6
2198,8.8,280,2,4,36.7,0,0,52.4
2199,3.7,232,0,1,14.9,2,0,38.8
2200,7.0,434,2,8,26.5,0,1,67.5
2201,0.5,74,2,15,2.3,1,0,44.8
2202,3.0,176,7,8,4.3,0,0,56.6
2203,7.6,388,7,11,27.9,0,1,84.2
2204,9.0,653,5,13,7.9,0,1,86.7
2205,6.5,292,3,6,39.2,0,0,43.6
2206,11.3,314,7,13,2.9,0,1,81.9
2207,3.5,158,8,11,40.6,0,1,71.7
2208,5.8,163,1,12,26.3,0,0,47.3
2209,5.3,346,4,5,12.0,0,0,60.8
2210,8.1,800,5,5,21.2,1,1,80.1
2211,5.9,38,5,10,6.1,0,0,51.3
2212,6.2,412,3,9,20.9,0,0,47.5
2213,9.8,351,2,11,16.0,0,0,44.8
2214,1.4,762,0,4,26.2,0,0,37.9
2215,11.7,721,2,2,0.6,0,0,56.6
2216,11.8,382,5,15,27.7,0,1,90.0
2217,4.3,46,1,1,29.7,1,0,21.6
2218,2.5,407,7,8,13.2,0,1,67.1
2219,1.3,634,4,6,3.6,0,0,45.8
2220,7.9,723,8,9,24.1,0,1,83.3
2221,5.0,353,2,13,23.0,0,0,64.8
2222,4.0,676,6,12,38.8,0,1,94.1
2223,4.1,341,3,6,22.4,1,0,40.8
2224,1.2,127,2,3,47.9,0,0,34.0
2225,3.7,347,5,14,11.9,0,0,53.4
2226,11.2,691,8,12,45.0,0,1,101.1
2227,0.9,167,6,9,16.9,0,0,50.8
2228,9.7,405,2,15,24.1,0,0,62.4
2229,8.7,338,7,9,39.2,1,1,88.4
2230,8.1,776,2,2,41.8,0,0,63.9
2231,1.6,349,2,2,42.5,0,0,40.3
2232,11.5,214,2,8,2.3,0,0,44.0
2233,4.4,636,5,10,0.6,0,1,75.4
2234,6.3,223,2,7,32.8,2,1,75.6
2235,3.6,407,8,11,21.2,2,1,100.8
2236,5.7,743,8,12,26.1,1,1,86.1
2237,4.3,424,1,8,39.9,0,0,47.7
2238,10.7,592,3,8,40.2,0,1,69.0
2239,10.8,46,3,13,43.5,0,0,47.6
2240,6.6,48,3,10,11.9,0,0,23.4
2241,1.4,287,8,14,1.3,2,1,87.4
2242,9.3,320,0,15,47.5,0,0,63.9
2243,3.8,125,3,9,27.1,0,0,38.6
2244,2.8,708,6,7,16.1,0,1,68.6
2245,1.6,774,4,6,31.7,0,0,63.7
2246,10.9,215,2,7,5.1,2,1,65.9
2247,6.7,568,1,2,47.2,2,1,91.8
2248,0.5,252,1,13,37.1,1,0,40.1
2249,2.6,790,7,12,6.3,1,1,97.3
2250,5.9,132,7,11,37.8,0,0,45.7
2251,2.5,200,8,12,35.0,2,1,86.6
2252,11.6,791,1,2,8.2,0,1,70.1
2253,8.4,205,7,12,1.9,2,1,94.2
2254,5.5,531,6,9,8.5,0,1,65.8
2255,7.2,721,1,12,11.3,0,1,80.1
2256,6.2,796,7,13,15.8,0,1,101.4
2257,0.9,199,0,11,1.3,0,0,19.2
2258,4.4,774,0,10,41.4,0,1,76.1
2259,7.3,581,1,10,6.9,0,1,72.9
2260,8.8,355,1,10,39.0,1,1,70.3
2261,3.3,556,6,10,2.3,0,1,76.0
2262,8.1,147,4,10,48.0,0,1,65.6
2263,11.8,550,5,6,24.2,1,1,84.1
2264,0.8,298,5,7,34.3,2,1,83.3
2265,7.4,109,5,6,5.0,0,0,37.3
2266,10.7,194,3,12,38.5,0,0,53.1
2267,10.2,570,8,9,39.0,0,1,92.0
2268,8.4,311,8,12,5.3,0,1,82.3
2269,4.1,437,1,11,16.3,1,0,46.4
2270,1.6,609,0,3,42.8,0,0,54.5
